Text,Rating,Drug
"Please don't touch Jardiance. This medicine is nothing but poison to the body. I had all these side effects  from Jardiance light headedness, fainting tingling in on my tongue and lips, so many yeast infection and UTI's times 3. But the worst of all is this drug made me so sick that I ended up in the hospital with ketoacidosis. Now my body is in so much pain, kidney infections. Some days I can't get out of bed. This company should be sued for the harm they are doing to people. What it is going to take for someone to die because of this stuff. The company who makes this should really take it off the market before something seriously happens",1.0,Jardiance
"I’ve been a type 2 diabetic for many years. I’m on a cocktail of diabetic medication. Started with Janumet, added Tresiba insulin and my sugars were still being difficult. I kept raising my insulin levels. When I added Jardiance into my regime of medication, wow, there was no lag in sugar management. Straight across the board normal sugar levels. Not even 1 side effect. I haven’t felt this good for many years. I’ve now been on it for 4 months and still am having great success with my sugar levels. I haven’t lost weight though, but my cravings for sugar has subsided completely.",9.0,Jardiance
"Took this on Monday 16/09/19 within 40minutes had an itchy rash then was covered in hives and my skin went hot and red, my lips started to tingle and my throat felt weird a few minutes later my face started swelling and it became hard to breathe my partner had to call an ambulance as by then I could not talk,
I was given adrenaline ,steroids ,other stuff I can’t pronounce and a bag of saline I was terrified this was the first time taking this medication",1.0,Jardiance
Been taking this for 5 weeks 10mg. Took 4 weeks to get used to it. I was really tired the first 3 weeks. My mmol was 13 but now it is 6.9mmol. I have lost 3 pounds also. Thirst has subsided. Urinating less. Seems to suit me really well. Feeling positive about life again.  Also my blood pressure is now normal. Diabetes nurse pleased with progress. I started taking it at night to stop tiredness. Brilliant pill. FREE ON NHS here in the UK,9.0,Jardiance
"Take Jardiance with loads of vitamin C. 

Started taking Jardiance about a year ago.  I read about yeast infections as a side effect so take 2000 mg of Vitamin C every night and am fine to stop the yeast infections. I ran out once and got a yeast infection the next day but it disappeared with treatment and hasn’t been back. 

It’s not a panacea and my A1C hovers between 6.6 and 7.4 but it’s encouraging me to eat and exercise better so overall has been a game changer.",9.0,Jardiance
"This medicine has proven in 2 weeks to be good for Water retention, Sugar and its an appetite suppressant.

I noticed in my case thus far it has increased my desire for sweets marginally, no other noticeable side effects yet.

It definitely is an more viable replacement for Lasix   Potassium combination with less side effects.",9.0,Jardiance
"I've been using Jardiance for a year now.  I suppose I should say I used it for a year, but I'm also no longer taking it.  initially I had no problems and it did seem to reduce my blood sugars (tho not substantially), Since December I have had an insane amount of back and hip pain/uti/yeast infections that have rendered my life miserable. I've had very dry mouth/dehydration feelings since the beginning.  Three days off the meds and my hip pain is gone, I no longer have dry mouth and my blood sugars are staying where they've been  the benefit has not outweighed the enduring that misery.   Listen to your body!",6.0,Jardiance
"I was on Jardiance for about 6 months, a month into taking it my hair started falling out. I'm not talking about just a little either,  normally I have very thick long hair. But whenever I brushed my hair the brush was full of hair, it was all over my clothes. By the time I got my doctor convinced it had only started doing that after taking Jardiance my hair was so thin you could see my scalp. The doctor was convinced when I showed him the bag of hair that I had lost.  Now it's in my records for me not to take this medicine, my hair is growing back but it's going to be a while yet before it's back to the way it was before Jardiance",1.0,Jardiance
"I have not done a week yet! I have all the common effects, drinking loads, up at night, falling sugar levels, lost a bit of weight, all good so far, lets all hope I can avoid that unwelcome itch.
I am male, over 50, and been Type 2 for longer than 20 years, weighing just over 100kilos (220lbs)
I am British and as such have free medication currently.",7.0,Jardiance
"On Jardiance. I started having weird symptoms right off the bat. Dizziness, unquenchable thirst, extreme tiredness and fatigue, vaginal itch from hell, weird bowel movements, for a few days could not pee.  I did nothing but sleep. I could not stand up long enough to fix a piece of toast. I am not hungry. But I do eat. One day I was getting ready to go see the kidney doctor and came out of the bedroom, with no obstruction, did not pass out, did not slip or trip, fell face first into an end table. Went to ER. Thanks God no damage. Blood sugar was 400.  Never in 10 years have I experienced this. They gave me insulin and liquid for I was severely dehydrated. Sent me home. Primary put me on 15 units of insulin. My sugar is down in the day and goes back up at night. Very erratic. I can’t get hold of my doctor to get help so I have researched Jardiance.  I agree with many of you! I quit last night. Thanks to all of you for reassuring me that I am not going out of my mind.  My poor husband.",,Jardiance
"My doctor has me on 10mg of Jardiance, 4mg of glimepiride and 1500mg of metformin for diabetes management. My numbers have been going down and my doctor is so happy about that! Here's the thing - I'm not. I don't care about my diabetes. I've told them plenty of times and they still keep me on all this medicine. I've told people at my insurance company that ",,Jardiance
