Comment,Drug
"I had previously been on Trulicity,  and the doctor switched me to Mounjaro since I have so much extra weight on me.   He started me on the 5mg pen since I had already been on Trulicity.   I lost minimal weight on Trulicity.   Some,  but not enough to say it is awesome.   The only side effect I have had on Mounjaro is occasional constipationreflux,  which is manageable.  Maybe it is because I got pastthru all the nasty side effects while on Trulicity,  and that minimized the effects of Mounjaro?   I feel bad for all those that have had adverse effects on Moujarno.   I have lost about 10 pounds so far in just over 2 weeks,  and I can tell a HUGE difference in my appetite.  I mean HUGE.   I am not hungry like I used to be.   In fact,  this drug curbs my appetite SO much,  that I have to force myself eat sometimes,  and in having to do that,  it makes me instinctively want to eat more healthy food.  This drug has helped with weight loss,  and I am excited to see how much I will lose and get my A1C down. ",Mounjaro 
Been on Mounjaro for 5 weeks for weight loss.  Started with 2. 5 the first month now on 5 mg.  Lost 20 lbs so far.   Been on 5 mg for 5 days now and extremely fatigued and weak however Im not going to complain because Im not hungry at all.  Have no desire for food since being on 5 mg.   You have to make yourself eat and drink because you feel full constantly.  Mouth is very dry so drinking water regularly is a must.  Highly recommend for weight loss.  Hopefully the fatigue will go away once Im into the second week of the 5 mg and my body adjusts. ,Mounjaro 
"In November 2022,  my ACI was 7. 4 and I weighed 258 pounds at 67 years old.  The wake up call was when I renewed my life insurance,  big jump in premium due to the AC1 and weight.  I was now tagged as a Type 2 Diabetic.  I was referred to an Endocrinologist who did extensive blood work.  It was agreed to go on Mounjaro 2. 5 mg.  The first week I suffered some side effects such as nausea,   constipation,  and acid burps.  Within 10 days,  the symptoms subsided due to stool softeners,  lots of fruit berries,  and Nexium.  The first month I dropped 10 pounds with no dieting,  just was not hungry at all.  I had no cravings especially for sweets like cookies,  donuts,  and candy all things that i used to eat.  Fast forward March 2023,  I am down to 217 pounds and 20 more to go.  I am now on Mounjaro 10mg,  it a bit strong,  but the results are fantastic.  My AC1 is now 5. 6 which is fantastic.  The bad news is nothing fits,  all new suits for the spring . ",Mounjaro 
"I lost over 40 lbs and leveled off at an ideal weight.  Best of all,  my A1c dropped to a non diabetic level.  My ophthalmologist has said there is now no sign of diabetes in my eyes.  I have been able to reduce the meds I was taking.  I am much more active because I weigh so much less and feel better.  I followed the advice in the enclosure for the drug and ate small meals several times a day rather than large meals.  I have not had trouble with side effects.  I hope that the cost is reduced so that more people can afford it.  Its biggest downside is the expense. ",Mounjaro 
"I just took my fourth infection and I couldnt be more excited !  Ive lost 10 pounds in three weeks ,  my appetite is controlled ,  I feel like Ive finally got some hope to get my health where it needs to be .  My morning fasting glucose is close to 100  always near 140 no more crazy spikes hitting 200 300 .  
I do get very tired day of each shot .  The first three days or so of my first injection I was so ill  sick stomach  I got some zofran and that helped tremendously so Ill expect to need that each dose increase .  Looking very forward to 5 mg next week  ins wont pay for it yet even though Im type 2 ,  but Ive got a coupon for it and paid 25 a month .  Thank God or I couldnt get it ,  hopefully soon it will be covered . ",Mounjaro 
"I have been on Ozempic 2mg since it came out.  When I couldn not get it due to shortage I was prescribed Mounjaro 5mg.  Five days after eating my one meal a day,  I intermittent fast,  and I started vomiting.  I spent the whole night throwing up every half hour.  I  figured it was a side effect and hoped I would improve.  I had stomach and back pain,  weakness,  and was unable to eat.  I was in bed until I had to get up and sit due to pain,  sleeping off and on.  I could only drink water.  I got worse and finally,  5 days later had my husband drive me to the ER.  I know I should have gone sooner.  I didn not take a second shot. 
I had a CAT scan and was told I had a bowel obstruction and I would be admitted and there for a few days.  If they couldn not resolve through a tube down my nose I would have surgery.  Luckily it was resolved by the nasal tube,  but it was awful. 
My medical care pharmacist told me to try Mounjaro 2. 5mg.  I was worried but did it.  I didn not get nausea but I had all these other side effects.  I quit taking it. ",Mounjaro 
"Ive been taking Mounjaro now for 4 months.  I was prescribed it to treat my type 2 diabetes as well as for weight loss.  Let me just say this drug has been miracle!  I started out at 268lbs,  5ft 6in male I am now at 225lbs!  Over 40 pounds in 4 months!  Only other weight loss program that helped me like this was the military !  Now let me just say its not all Mounjaro,  Ive changed my eating habits,  and changed what foods Im actually eating and boom working like a dream.  My A1C has also dropped from 7. 5 to 5. 8,  this drug is an amazing stepping stone to a healthier life.  
Only side effects Ive experienced since starting are loss of appetite,  and constipation,  not to bad in my opinion! ",Mounjaro 
"I had a very bad experience with Mounjaro.   After two weeks of taking the 5. 0 mg,  I developed chest pains and a severe case of what I thought was reflux or heartburn.  I really felt like I might be having a heart attack.  I stopped taking it and reported it to my doctor.   My doctor suggested I should continue taking it,  but she would reduce the dose.   I went back on metformin for about a month then,  I started the 2. 5 mg dose of Mounjaro.   I took the reduced dose for about two weeks and started having severe pains in my upper stomach.   I went to urgent care,  and they examined me and took xrays,  then sent me to the ER for further tests.  After a CT scan,  I was told my gallbladder was inflamed and needed to be taken out.   I was in surgery by 1030 am the next morning to have my gallbladder removed.   I am 60 years old and have never had any problems this severe.  I have fully recovered from the surgery but now have a 1700 hospital bill.  Thank God for insurance.  The total bill was over 50, 000. ",Mounjaro 
"I am overweight and was sent to an endocrinologist by my PCP.   A1C came back 6. 9 and I received the dreaded diabetes diagnosis.  Endocrinologist asked me about my eating habits and suggested Mounjaro once a week injection.  Sceptical I was,  but I was willing to try with getting my weight down and get my A1C down.   First injection,  no severe vomiting or anything.  The only side effect I had was the constipation,  I was put on a stool softener and take fibre daily which eliminated that side effect.   Within two months I was down 15 pounds,  have not given in to eating a Boston crme doughnuts on which I tend to binge,  limited on my intake of food because over indulging makes me feel lousy and gives me indigestion,  within three months my A1C is down to 5. 3 and my weight is still going down.  Thank you so much to the researchers who created this drug because it has saved my life and gotten me on the road to better health.  The needle doesn not even hurt when I self inject.  I am grateful. ",Mounjaro 
"I was on 2. 5 dosages for several weeks.  I felt a little nauseous but was losing weight and very happy.   I was not waking up in the middle of the night feeling hungry.  When I went to refill my next prescription,  all the pharmacy had was 12. 5 mg so I agreed to try.   Huge mistake.   I have severe nausea,  felt like I have the flu,  can not stay awake,  and body aches are ridiculous,  I projectile vomited what looks like coffee grounds,  I have awful sulphuric burps,  and cant even keep down sips of water.   Ive missed 2 days of work thus far and have to have someone come to my house tomorrow to give me an iv because Im too scared to drive.   Not worth it at all. ",Mounjaro 
